param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.036,0.016,-0.067,-0.009,0.0,0.0,3185.0,3315.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
v_coherence_signed,7.04,0.191,6.685,7.401,0.004,0.003,2643.0,2646.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
a,1.457,0.013,1.434,1.482,0.0,0.0,2601.0,2456.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
z,0.449,0.01,0.429,0.468,0.0,0.0,2902.0,2692.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
g,0.988,0.012,0.966,1.0,0.0,0.0,2579.0,1535.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
v(0.15),1.02,0.032,0.962,1.079,0.001,0.0,2928.0,2800.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
v(0),-0.036,0.016,-0.067,-0.009,0.0,0.0,3185.0,3315.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
v(-0.15),-1.092,0.033,-1.153,-1.028,0.001,0.001,2590.0,2532.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
g_native,15.803,0.19,15.46,16.0,0.003,0.004,2579.0,1535.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
a_native,0.364,0.003,0.359,0.37,0.0,0.0,2601.0,2456.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
v_native(0.15),4.08,0.127,3.848,4.317,0.002,0.002,2928.0,2800.0,1.0,0.8,16.0,1.5,44,1920,0.46,g0.8_k16_b1.5_s44
