param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.001,0.022,-0.038,0.042,0.0,0.0,2174.0,2710.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
v_coherence_signed,7.018,0.232,6.57,7.444,0.004,0.004,2825.0,2403.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
a,1.077,0.014,1.052,1.105,0.0,0.0,2028.0,2217.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
z,0.532,0.009,0.515,0.549,0.0,0.0,2481.0,2595.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
g,0.902,0.07,0.778,1.0,0.002,0.001,1536.0,1447.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
v(0.15),1.054,0.041,0.975,1.129,0.001,0.001,2300.0,2501.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
v(0),0.001,0.022,-0.038,0.042,0.0,0.0,2174.0,2710.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
v(-0.15),-1.052,0.041,-1.122,-0.97,0.001,0.001,2783.0,2497.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
g_model,0.902,0.07,0.778,1.0,0.002,0.001,1536.0,1447.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
a_model,1.077,0.014,1.052,1.105,0.0,0.0,2028.0,2217.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
g_native,14.44,1.126,12.45,15.999,0.026,0.017,1536.0,1447.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
a_native,0.269,0.004,0.263,0.276,0.0,0.0,2028.0,2217.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
v_native(0.15),4.215,0.164,3.901,4.516,0.003,0.003,2300.0,2501.0,1.0,1.2,16.0,1.5,58,2000,0.364,g1.2_k16_b1.5_s58
