acoh,is_correct,quantile,rt,proportion,n,draw,gain,bound,k
0.0,False,0.25,188.0,0.5062344139650873,812,-1,0.8,2.5,10.0
0.0,False,0.5,342.0,0.5062344139650873,812,-1,0.8,2.5,10.0
0.0,False,0.75,527.0,0.5062344139650873,812,-1,0.8,2.5,10.0
0.0,True,0.25,196.0,0.4937655860349127,792,-1,0.8,2.5,10.0
0.0,True,0.5,345.0,0.4937655860349127,792,-1,0.8,2.5,10.0
0.0,True,0.75,523.75,0.4937655860349127,792,-1,0.8,2.5,10.0
0.03,False,0.25,190.5,0.21839080459770116,798,-1,0.8,2.5,10.0
0.03,False,0.5,328.5,0.21839080459770116,798,-1,0.8,2.5,10.0
0.03,False,0.75,513.75,0.21839080459770116,798,-1,0.8,2.5,10.0
0.03,True,0.25,195.0,0.7816091954022989,2856,-1,0.8,2.5,10.0
0.03,True,0.5,333.5,0.7816091954022989,2856,-1,0.8,2.5,10.0
0.03,True,0.75,515.0,0.7816091954022989,2856,-1,0.8,2.5,10.0
0.06,False,0.25,154.25,0.06693620844564241,298,-1,0.8,2.5,10.0
0.06,False,0.5,299.0,0.06693620844564241,298,-1,0.8,2.5,10.0
0.06,False,0.75,479.75,0.06693620844564241,298,-1,0.8,2.5,10.0
0.06,True,0.25,185.0,0.9330637915543576,4154,-1,0.8,2.5,10.0
0.06,True,0.5,313.5,0.9330637915543576,4154,-1,0.8,2.5,10.0
0.06,True,0.75,492.0,0.9330637915543576,4154,-1,0.8,2.5,10.0
0.09,False,0.25,130.0,0.021103896103896104,117,-1,0.8,2.5,10.0
0.09,False,0.5,256.0,0.021103896103896104,117,-1,0.8,2.5,10.0
0.09,False,0.75,403.0,0.021103896103896104,117,-1,0.8,2.5,10.0
0.09,True,0.25,165.0,0.9788961038961039,5427,-1,0.8,2.5,10.0
0.09,True,0.5,273.0,0.9788961038961039,5427,-1,0.8,2.5,10.0
0.09,True,0.75,436.0,0.9788961038961039,5427,-1,0.8,2.5,10.0
0.12,False,0.25,109.75,0.004638833664678595,28,-1,0.8,2.5,10.0
0.12,False,0.5,185.5,0.004638833664678595,28,-1,0.8,2.5,10.0
0.12,False,0.75,289.75,0.004638833664678595,28,-1,0.8,2.5,10.0
0.12,True,0.25,141.0,0.9953611663353215,6008,-1,0.8,2.5,10.0
0.12,True,0.5,236.0,0.9953611663353215,6008,-1,0.8,2.5,10.0
0.12,True,0.75,375.0,0.9953611663353215,6008,-1,0.8,2.5,10.0
0.15,False,0.25,77.0,0.0017101990049751244,11,-1,0.8,2.5,10.0
0.15,False,0.5,153.0,0.0017101990049751244,11,-1,0.8,2.5,10.0
0.15,False,0.75,311.0,0.0017101990049751244,11,-1,0.8,2.5,10.0
0.15,True,0.25,120.0,0.9982898009950248,6421,-1,0.8,2.5,10.0
0.15,True,0.5,191.0,0.9982898009950248,6421,-1,0.8,2.5,10.0
0.15,True,0.75,301.0,0.9982898009950248,6421,-1,0.8,2.5,10.0
