param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.004,0.02,-0.031,0.042,0.0,0.0,2885.0,2731.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
v_coherence_signed,8.518,0.227,8.095,8.935,0.004,0.004,3048.0,2527.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
a,1.19,0.011,1.17,1.211,0.0,0.0,2990.0,2548.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
z,0.544,0.009,0.527,0.56,0.0,0.0,2983.0,2628.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
g,0.972,0.026,0.926,1.0,0.0,0.001,2368.0,1812.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
v(0.15),1.282,0.039,1.209,1.353,0.001,0.001,2965.0,2877.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
v(0),0.004,0.02,-0.031,0.042,0.0,0.0,2885.0,2731.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
v(-0.15),-1.273,0.04,-1.347,-1.198,0.001,0.001,3035.0,2538.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
g_native,9.72,0.256,9.258,10.0,0.005,0.005,2368.0,1812.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
a_native,0.376,0.003,0.37,0.383,0.0,0.0,2990.0,2548.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
v_native(0.15),4.054,0.122,3.822,4.279,0.002,0.002,2965.0,2877.0,1.0,0.8,10.0,1.5,58,1961,0.35,g0.8_k10_b1.5_s58
