param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.075,0.024,-0.12,-0.03,0.0,0.0,2460.0,2753.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
v_coherence_signed,8.837,0.261,8.355,9.33,0.005,0.005,2668.0,2007.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
a,0.971,0.008,0.957,0.988,0.0,0.0,3061.0,2895.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
z,0.472,0.008,0.455,0.487,0.0,0.0,2761.0,2752.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
g,0.976,0.023,0.932,1.0,0.0,0.0,2283.0,1627.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
v(0.15),1.251,0.043,1.169,1.331,0.001,0.001,2715.0,2770.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
v(0),-0.075,0.024,-0.12,-0.03,0.0,0.0,2460.0,2753.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
v(-0.15),-1.401,0.048,-1.487,-1.306,0.001,0.001,2486.0,2194.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
g_native,9.76,0.233,9.325,10.0,0.004,0.005,2283.0,1627.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
a_native,0.307,0.003,0.303,0.312,0.0,0.0,3061.0,2895.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
v_native(0.15),3.955,0.138,3.696,4.209,0.003,0.002,2715.0,2770.0,1.0,1.0,10.0,1.5,47,1995,0.39,g1.0_k10_b1.5_s47
