param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.13,0.027,-0.181,-0.081,0.001,0.0,2781.0,3094.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
v_coherence_signed,8.822,0.287,8.281,9.346,0.005,0.005,2879.0,2202.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
a,0.869,0.008,0.855,0.883,0.0,0.0,3028.0,2846.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
z,0.524,0.008,0.509,0.54,0.0,0.0,2781.0,2970.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
g,0.965,0.032,0.907,1.0,0.001,0.001,2440.0,1837.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
v(0.15),1.193,0.051,1.092,1.281,0.001,0.001,2978.0,2698.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
v(0),-0.13,0.027,-0.181,-0.081,0.001,0.0,2781.0,3094.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
v(-0.15),-1.453,0.051,-1.543,-1.357,0.001,0.001,2672.0,2275.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
g_native,9.655,0.325,9.069,10.0,0.006,0.007,2440.0,1837.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
a_native,0.275,0.002,0.27,0.279,0.0,0.0,3028.0,2846.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
v_native(0.15),3.773,0.16,3.453,4.05,0.003,0.002,2978.0,2698.0,1.0,1.2,10.0,1.5,53,2000,0.37,g1.2_k10_b1.5_s53
