param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.133,0.016,0.102,0.163,0.0,0.0,3359.0,3160.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
v_coherence_signed,6.979,0.193,6.624,7.345,0.003,0.003,3140.0,2754.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
a,1.347,0.011,1.326,1.366,0.0,0.0,3390.0,3406.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
z,0.558,0.009,0.541,0.576,0.0,0.0,3069.0,2776.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
g,0.991,0.009,0.975,1.0,0.0,0.0,2817.0,1673.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
v(0.15),1.179,0.035,1.11,1.241,0.001,0.001,2984.0,2600.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
v(0),0.133,0.016,0.102,0.163,0.0,0.0,3359.0,3160.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
v(-0.15),-0.914,0.031,-0.972,-0.857,0.001,0.0,3562.0,2791.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
g_native,15.858,0.142,15.595,16.0,0.002,0.003,2817.0,1673.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
a_native,0.337,0.003,0.331,0.342,0.0,0.0,3390.0,3406.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
v_native(0.15),4.717,0.141,4.439,4.962,0.003,0.002,2984.0,2600.0,1.0,0.8,16.0,1.5,48,1951,0.508,g0.8_k16_b1.5_s48
