param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.108,0.024,-0.152,-0.062,0.0,0.0,2271.0,2738.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
v_coherence_signed,8.779,0.254,8.299,9.252,0.005,0.004,2680.0,2152.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
a,0.985,0.008,0.969,1.001,0.0,0.0,2856.0,2514.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
z,0.517,0.008,0.501,0.532,0.0,0.0,3109.0,2997.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
g,0.976,0.023,0.934,1.0,0.0,0.0,2653.0,1742.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
v(0.15),1.209,0.043,1.126,1.287,0.001,0.001,2750.0,3105.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
v(0),-0.108,0.024,-0.152,-0.062,0.0,0.0,2271.0,2738.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
v(-0.15),-1.425,0.047,-1.513,-1.337,0.001,0.001,2437.0,2501.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
g_native,9.756,0.229,9.342,10.0,0.004,0.005,2653.0,1742.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
a_native,0.311,0.003,0.306,0.316,0.0,0.0,2856.0,2514.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
v_native(0.15),3.822,0.137,3.562,4.071,0.003,0.002,2750.0,3105.0,1.0,1.0,10.0,1.5,53,1994,0.38,g1.0_k10_b1.5_s53
