v_Intercept,v_coherence_signed,a,z,g,t,k,gain,seed_filter
-0.023325771352519162,8.24399,1.2015998,0.49537376,0.99999857,0.35,10.0,0.8,0
-0.019002422674842506,8.249553,1.201541,0.49382684,0.99829674,0.35,10.0,0.8,0
-0.023054415941238405,8.249284,1.2014966,0.49285254,0.99979067,0.35,10.0,0.8,0
-0.023542996821196184,8.235422,1.1985052,0.49188665,0.99966764,0.35,10.0,0.8,0
-0.025544898416685023,8.229402,1.201485,0.49579775,0.9997463,0.35,10.0,0.8,0
-0.027617508452871573,8.209282,1.2004166,0.49799943,0.9960793,0.35,10.0,0.8,0
-0.02342410525031712,8.170048,1.1983833,0.49490383,0.9945302,0.35,10.0,0.8,0
-0.028887052453082544,8.138128,1.1977627,0.49477056,0.99620235,0.35,10.0,0.8,0
-0.02798416610386061,8.320082,1.203316,0.49717334,0.99898076,0.35,10.0,0.8,0
-0.020138895832973982,8.209508,1.2020618,0.49061388,0.9991187,0.35,10.0,0.8,0
-0.022526487858399103,8.297616,1.19832,0.49460173,0.99959075,0.35,10.0,0.8,0
-0.03200889848626178,8.29002,1.2040027,0.49830517,0.9993224,0.35,10.0,0.8,0
-0.025883754232655404,8.242645,1.2008402,0.4921479,0.99842286,0.35,10.0,0.8,0
-0.019278255141299706,8.185266,1.1987319,0.49476945,0.99968505,0.35,10.0,0.8,0
-0.021353927125101507,8.318162,1.2037108,0.49427274,0.9988805,0.35,10.0,0.8,0
-0.02997216221560603,8.245259,1.202714,0.4929602,0.9995326,0.35,10.0,0.8,0
-0.0254090560104536,8.220351,1.1996845,0.49768817,0.99856484,0.35,10.0,0.8,0
-0.023760220652041232,8.231361,1.1995467,0.49417704,0.99984694,0.35,10.0,0.8,0
-0.02612677107686582,8.174953,1.1984507,0.4944082,0.99936104,0.35,10.0,0.8,0
-0.022267290923906412,8.123236,1.2005066,0.4956064,0.9972788,0.35,10.0,0.8,0
-0.027190183473669968,8.211113,1.2038317,0.49383235,0.99852526,0.35,10.0,0.8,0
-0.028347862544267077,8.254218,1.2012503,0.49481165,0.9988717,0.35,10.0,0.8,0
-0.02139048034211864,8.17793,1.1967981,0.49388012,0.99961317,0.35,10.0,0.8,0
-0.031133556884268058,8.247185,1.1993705,0.495219,0.9999101,0.35,10.0,0.8,0
-0.022738770308701892,8.221009,1.2011836,0.49185035,0.99995446,0.35,10.0,0.8,0
-0.032563121484673545,8.254641,1.1988219,0.49725044,0.9970497,0.35,10.0,0.8,0
-0.036324628384216975,8.306127,1.1991391,0.502263,0.9991168,0.35,10.0,0.8,0
-0.024743875389513764,8.246518,1.201212,0.49293894,0.9965888,0.35,10.0,0.8,0
