acoh,is_correct,quantile,rt,proportion,n,draw,gain,bound,k
0.0,False,0.25,130.0,0.501318391562294,1521,-1,1.0,2.5,10.0
0.0,False,0.5,227.0,0.501318391562294,1521,-1,1.0,2.5,10.0
0.0,False,0.75,395.0,0.501318391562294,1521,-1,1.0,2.5,10.0
0.0,True,0.25,140.0,0.498681608437706,1513,-1,1.0,2.5,10.0
0.0,True,0.5,236.0,0.498681608437706,1513,-1,1.0,2.5,10.0
0.0,True,0.75,401.0,0.498681608437706,1513,-1,1.0,2.5,10.0
0.03,False,0.25,136.0,0.27289077828646174,1669,-1,1.0,2.5,10.0
0.03,False,0.5,232.0,0.27289077828646174,1669,-1,1.0,2.5,10.0
0.03,False,0.75,380.0,0.27289077828646174,1669,-1,1.0,2.5,10.0
0.03,True,0.25,130.0,0.7271092217135383,4447,-1,1.0,2.5,10.0
0.03,True,0.5,222.0,0.7271092217135383,4447,-1,1.0,2.5,10.0
0.03,True,0.75,370.5,0.7271092217135383,4447,-1,1.0,2.5,10.0
0.06,False,0.25,118.0,0.1308484092326887,839,-1,1.0,2.5,10.0
0.06,False,0.5,201.0,0.1308484092326887,839,-1,1.0,2.5,10.0
0.06,False,0.75,347.5,0.1308484092326887,839,-1,1.0,2.5,10.0
0.06,True,0.25,121.0,0.8691515907673113,5573,-1,1.0,2.5,10.0
0.06,True,0.5,211.0,0.8691515907673113,5573,-1,1.0,2.5,10.0
0.06,True,0.75,346.0,0.8691515907673113,5573,-1,1.0,2.5,10.0
0.09,False,0.25,101.5,0.053702077846063796,367,-1,1.0,2.5,10.0
0.09,False,0.5,165.0,0.053702077846063796,367,-1,1.0,2.5,10.0
0.09,False,0.75,257.5,0.053702077846063796,367,-1,1.0,2.5,10.0
0.09,True,0.25,109.0,0.9462979221539362,6467,-1,1.0,2.5,10.0
0.09,True,0.5,177.0,0.9462979221539362,6467,-1,1.0,2.5,10.0
0.09,True,0.75,289.0,0.9462979221539362,6467,-1,1.0,2.5,10.0
0.12,False,0.25,77.75,0.021286031042128603,144,-1,1.0,2.5,10.0
0.12,False,0.5,126.5,0.021286031042128603,144,-1,1.0,2.5,10.0
0.12,False,0.75,215.0,0.021286031042128603,144,-1,1.0,2.5,10.0
0.12,True,0.25,93.0,0.9787139689578714,6621,-1,1.0,2.5,10.0
