param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.008,0.021,-0.033,0.046,0.0,0.0,3195.0,2924.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
v_coherence_signed,8.283,0.231,7.843,8.71,0.004,0.004,3119.0,2524.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
a,1.123,0.009,1.105,1.139,0.0,0.0,3043.0,2442.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
z,0.512,0.009,0.496,0.529,0.0,0.0,3138.0,2903.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
g,0.981,0.018,0.948,1.0,0.0,0.001,2281.0,2157.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
v(0.15),1.25,0.041,1.169,1.323,0.001,0.001,2963.0,2678.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
v(0),0.008,0.021,-0.033,0.046,0.0,0.0,3195.0,2924.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
v(-0.15),-1.234,0.039,-1.306,-1.159,0.001,0.001,3308.0,2453.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
g_native,9.811,0.184,9.483,10.0,0.003,0.005,2281.0,2157.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
a_native,0.355,0.003,0.349,0.36,0.0,0.0,3043.0,2442.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
v_native(0.15),3.954,0.131,3.697,4.182,0.002,0.002,2963.0,2678.0,1.0,0.8,10.0,1.5,50,1969,0.37,g0.8_k10_b1.5_s50
