param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.169,0.023,-0.21,-0.124,0.0,0.0,2776.0,2875.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
v_coherence_signed,9.063,0.258,8.571,9.525,0.005,0.004,2618.0,2336.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
a,1.032,0.009,1.016,1.048,0.0,0.0,2842.0,3018.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
z,0.455,0.008,0.44,0.472,0.0,0.0,2667.0,2869.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
g,0.979,0.021,0.94,1.0,0.0,0.0,2189.0,1505.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
v(0.15),1.19,0.042,1.113,1.272,0.001,0.001,3298.0,2747.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
v(0),-0.169,0.023,-0.21,-0.124,0.0,0.0,2776.0,2875.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
v(-0.15),-1.529,0.047,-1.615,-1.442,0.001,0.001,2293.0,2121.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
g_native,9.788,0.206,9.402,10.0,0.003,0.004,2189.0,1505.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
a_native,0.326,0.003,0.321,0.331,0.0,0.0,2842.0,3018.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
v_native(0.15),3.764,0.134,3.519,4.021,0.002,0.002,3298.0,2747.0,1.0,1.0,10.0,1.5,49,1989,0.4,g1.0_k10_b1.5_s49
