param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.01,0.02,-0.025,0.049,0.0,0.0,2674.0,2772.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
v_coherence_signed,7.306,0.218,6.906,7.709,0.004,0.004,3285.0,2413.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
a,1.132,0.01,1.113,1.151,0.0,0.0,2887.0,2597.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
z,0.458,0.009,0.442,0.474,0.0,0.0,3039.0,2891.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
g,0.971,0.028,0.92,1.0,0.001,0.001,2163.0,1781.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
v(0.15),1.106,0.037,1.041,1.181,0.001,0.001,3140.0,2438.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
v(0),0.01,0.02,-0.025,0.049,0.0,0.0,2674.0,2772.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
v(-0.15),-1.086,0.039,-1.158,-1.01,0.001,0.001,3063.0,2711.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
g_model,0.971,0.028,0.92,1.0,0.001,0.001,2163.0,1781.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
a_model,1.132,0.01,1.113,1.151,0.0,0.0,2887.0,2597.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
g_native,15.529,0.441,14.713,16.0,0.008,0.009,2163.0,1781.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
a_native,0.283,0.002,0.278,0.288,0.0,0.0,2887.0,2597.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
v_native(0.15),4.424,0.147,4.162,4.725,0.003,0.002,3140.0,2438.0,1.0,1.2,16.0,1.5,57,1997,0.428,g1.2_k16_b1.5_s57
