param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.105,0.019,-0.14,-0.069,0.0,0.0,3187.0,2394.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
v_coherence_signed,7.23,0.21,6.84,7.618,0.004,0.003,3176.0,2602.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
a,1.185,0.012,1.163,1.207,0.0,0.0,2663.0,2353.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
z,0.427,0.009,0.411,0.444,0.0,0.0,3125.0,2731.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
g,0.963,0.034,0.9,1.0,0.001,0.001,2079.0,1668.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
v(0.15),0.98,0.035,0.915,1.043,0.001,0.001,3265.0,2794.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
v(0),-0.105,0.019,-0.14,-0.069,0.0,0.0,3187.0,2394.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
v(-0.15),-1.19,0.038,-1.264,-1.12,0.001,0.001,3139.0,2451.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
g_native,15.416,0.55,14.402,15.999,0.011,0.013,2079.0,1668.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
a_native,0.296,0.003,0.291,0.302,0.0,0.0,2663.0,2353.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
v_native(0.15),3.918,0.141,3.659,4.172,0.002,0.002,3265.0,2794.0,1.0,1.0,16.0,1.5,61,1999,0.428,g1.0_k16_b1.5_s61
