param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,-0.026,0.005,-0.036,-0.017,0.0,0.0,3193.0,2646.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
v_coherence_signed,8.789,0.056,8.685,8.892,0.001,0.001,2474.0,2467.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
a,1.023,0.002,1.019,1.027,0.0,0.0,3441.0,2762.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
z,0.495,0.002,0.491,0.498,0.0,0.0,2889.0,3132.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
g,0.996,0.004,0.988,1.0,0.0,0.0,2526.0,1818.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
v(0.15),1.292,0.01,1.273,1.31,0.0,0.0,2630.0,2599.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
v(0),-0.026,0.005,-0.036,-0.017,0.0,0.0,3193.0,2646.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
v(-0.15),-1.345,0.01,-1.363,-1.326,0.0,0.0,2553.0,2812.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
g_native,9.957,0.042,9.88,10.0,0.001,0.001,2526.0,1818.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
a_native,0.323,0.001,0.322,0.325,0.0,0.0,3441.0,2762.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
v_native(0.15),4.086,0.032,4.026,4.144,0.001,0.001,2630.0,2599.0,1.0,1.0,10.0,1.5,0,39881,0.35,g1.0_k10_b1.5_pooled
