param,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,gain,k,bound,seed_filter,n,t_fixed,tag
v_Intercept,0.032,0.023,-0.01,0.075,0.0,0.0,2393.0,2386.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
v_coherence_signed,7.176,0.232,6.74,7.612,0.004,0.003,2993.0,2486.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
a,1.047,0.013,1.025,1.072,0.0,0.0,2033.0,2508.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
z,0.562,0.009,0.545,0.578,0.0,0.0,2424.0,2583.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
g,0.908,0.066,0.792,1.0,0.002,0.001,1557.0,1117.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
v(0.15),1.108,0.044,1.026,1.188,0.001,0.001,2528.0,2454.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
v(0),0.032,0.023,-0.01,0.075,0.0,0.0,2393.0,2386.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
v(-0.15),-1.044,0.04,-1.116,-0.97,0.001,0.001,2995.0,2833.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
g_native,14.527,1.052,12.67,16.0,0.024,0.017,1557.0,1117.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
a_native,0.262,0.003,0.256,0.268,0.0,0.0,2033.0,2508.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
v_native(0.15),4.433,0.175,4.105,4.752,0.003,0.003,2528.0,2454.0,1.0,1.2,16.0,1.5,48,2000,0.412,g1.2_k16_b1.5_s48
