coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3637,0.498,0.468,0.0,0.0,23.0,44.0,71.0,109.0,188.0,26.75,44.683,67.85,104.884,182.24,70.0,79.292
0.03,7244,0.629,0.612,0.0,0.0,23.0,43.7,69.0,109.0,197.0,26.968,44.973,68.583,105.121,184.402,73.0,76.89
0.06,7191,0.731,0.729,0.0,0.0,24.0,43.0,69.0,105.0,185.1,26.832,43.621,65.193,99.22,174.69,64.0,74.217
0.09,7395,0.818,0.824,0.0,0.0,22.0,41.0,63.0,97.0,166.2,25.91,41.163,61.209,92.857,160.226,63.0,71.14
0.12,7231,0.881,0.892,0.0,0.0,21.0,38.0,57.0,86.0,147.0,24.88,38.455,56.332,83.0,140.022,52.5,65.75
0.15,7300,0.927,0.934,0.0,0.0,20.0,34.0,51.0,75.0,128.0,23.598,36.054,51.215,74.177,123.895,47.0,59.944
