coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3637,0.498,0.54,0.0,0.0,23.0,44.0,71.0,109.0,188.0,27.794,48.212,73.338,111.081,188.722,70.0,65.776
0.03,7244,0.629,0.636,0.0,0.0,23.0,43.7,69.0,109.0,197.0,27.43,47.633,71.899,107.854,182.93,73.0,63.966
0.06,7191,0.731,0.721,0.0,0.0,24.0,43.0,69.0,105.0,185.1,26.457,45.505,68.224,101.97,173.611,64.0,62.728
0.09,7395,0.818,0.79,0.0,0.0,22.0,41.0,63.0,97.0,166.2,25.948,43.968,64.765,96.171,161.212,63.0,58.79
0.12,7231,0.881,0.848,0.0,0.0,21.0,38.0,57.0,86.0,147.0,24.941,41.429,60.299,88.951,148.753,52.5,54.394
0.15,7300,0.927,0.891,0.0,0.0,20.0,34.0,51.0,75.0,128.0,23.57,38.697,56.491,81.722,136.973,47.0,50.98
