coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3611,0.492,0.531,0.007,0.005,40.0,81.0,126.0,192.0,353.4,50.585,89.027,136.069,203.49,351.166,120.0,123.037
0.03,7187,0.666,0.676,0.008,0.004,39.0,74.0,121.0,191.0,339.2,49.49,84.895,128.604,195.237,330.166,124.0,116.817
0.06,7165,0.789,0.795,0.004,0.002,38.0,71.0,115.0,181.0,315.5,47.268,79.408,118.558,178.333,303.063,108.0,103.384
0.09,7388,0.881,0.874,0.001,0.0,35.0,65.0,102.0,151.0,265.0,44.241,72.652,106.748,158.245,258.749,100.0,93.266
0.12,7230,0.935,0.929,0.0,0.0,32.0,58.0,87.0,130.0,223.0,40.823,65.007,93.622,134.904,223.281,81.0,81.594
0.15,7300,0.966,0.962,0.0,0.0,29.0,50.0,74.0,108.0,181.0,38.803,60.024,83.937,117.543,189.399,62.5,72.583
