coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3615,0.498,0.498,0.006,0.004,47.0,85.0,130.0,186.0,334.1,58.179,93.29,136.8,199.408,331.139,122.0,123.44
0.03,7205,0.667,0.671,0.005,0.002,46.0,80.0,123.0,187.0,327.3,56.871,90.327,131.922,191.241,317.068,129.0,116.514
0.06,7174,0.788,0.797,0.003,0.001,44.0,77.0,115.0,174.0,301.0,54.488,83.453,118.488,170.269,283.158,116.0,106.934
0.09,7389,0.879,0.883,0.001,0.0,41.0,70.0,104.5,151.0,259.0,52.267,78.023,107.571,151.423,245.019,109.0,93.042
0.12,7231,0.933,0.934,0.0,0.0,38.0,63.0,90.0,130.0,214.0,48.882,70.125,95.179,129.891,205.322,95.0,78.501
0.15,7300,0.965,0.964,0.0,0.0,34.0,55.0,77.0,109.0,181.0,46.094,64.193,85.031,114.914,176.143,86.0,68.132
