coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3386,0.499,0.467,0.069,0.011,66.0,112.0,162.5,229.0,409.3,65.291,98.504,147.234,219.866,375.006,155.0,174.871
0.03,6711,0.683,0.666,0.074,0.01,61.0,103.0,156.0,231.0,391.6,64.556,98.452,146.861,220.0,374.761,162.0,174.517
0.06,6767,0.814,0.817,0.059,0.004,59.0,98.0,146.0,218.0,372.0,62.96,93.455,134.691,201.018,340.095,147.0,163.699
0.09,7038,0.904,0.912,0.048,0.002,54.0,89.0,129.0,185.0,316.0,60.821,87.228,120.718,174.921,290.857,131.0,143.644
0.12,6910,0.954,0.961,0.044,0.0,50.0,79.0,113.0,160.0,268.0,57.007,79.336,105.962,147.183,237.232,114.5,123.556
0.15,6960,0.978,0.984,0.047,0.0,45.0,69.0,95.0,132.0,219.0,55.062,73.369,94.956,127.379,197.263,105.0,110.364
