coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3611,0.492,0.465,0.007,0.006,40.0,81.0,126.0,192.0,353.4,38.946,72.537,120.147,192.668,335.505,120.0,137.272
0.03,7187,0.666,0.637,0.008,0.006,39.0,74.0,121.0,191.0,339.2,39.746,74.449,119.816,190.722,335.384,124.0,139.078
0.06,7165,0.789,0.787,0.004,0.002,38.0,71.0,115.0,181.0,315.5,38.281,70.397,111.572,174.674,310.446,108.0,127.147
0.09,7388,0.881,0.88,0.001,0.001,35.0,65.0,102.0,151.0,265.0,35.913,63.39,97.274,150.067,261.11,100.0,116.882
0.12,7230,0.935,0.942,0.0,0.0,32.0,58.0,87.0,130.0,223.0,32.712,55.503,83.997,125.707,216.112,81.0,99.092
0.15,7300,0.966,0.972,0.0,0.0,29.0,50.0,74.0,108.0,181.0,30.59,49.752,72.929,107.325,181.397,62.5,92.525
