coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,2558,0.491,0.442,0.297,0.289,92.0,178.0,286.5,425.5,615.0,136.901,232.898,339.932,471.41,644.366,277.5,301.292
0.03,5377,0.743,0.727,0.258,0.257,87.0,171.0,270.0,399.0,608.0,135.744,229.908,330.267,460.871,634.968,274.0,278.928
0.06,5892,0.893,0.898,0.181,0.155,79.0,158.0,254.5,383.3,580.0,126.111,206.183,300.151,422.112,600.77,240.0,231.474
0.09,6735,0.958,0.963,0.089,0.064,73.0,140.0,215.0,325.0,527.0,116.978,180.666,253.365,355.343,537.695,191.0,179.846
0.12,6921,0.984,0.987,0.043,0.016,66.0,117.0,179.0,266.7,448.0,105.589,155.034,210.607,289.821,445.395,123.0,152.217
0.15,7156,0.995,0.996,0.02,0.002,58.0,98.0,144.0,213.0,364.1,95.836,134.372,177.604,237.043,355.331,113.5,105.229
