coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3611,0.492,0.459,0.007,0.003,40.0,81.0,126.0,192.0,353.4,64.371,102.141,145.995,206.356,328.309,120.0,133.693
0.03,7187,0.666,0.647,0.008,0.002,39.0,74.0,121.0,191.0,339.2,62.949,99.364,140.434,200.384,324.473,124.0,131.632
0.06,7165,0.789,0.795,0.004,0.001,38.0,71.0,115.0,181.0,315.5,58.224,89.83,125.14,174.623,278.864,108.0,125.689
0.09,7388,0.881,0.896,0.001,0.0,35.0,65.0,102.0,151.0,265.0,54.107,80.827,110.36,151.263,242.642,100.0,118.219
0.12,7230,0.935,0.952,0.0,0.0,32.0,58.0,87.0,130.0,223.0,49.652,71.887,95.437,127.475,200.032,81.0,105.121
0.15,7300,0.966,0.979,0.0,0.0,29.0,50.0,74.0,108.0,181.0,45.139,64.438,83.974,110.876,167.57,62.5,96.202
