coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3323,0.485,0.486,0.086,0.02,56.0,120.0,191.0,307.0,512.2,103.441,142.816,193.435,270.778,435.279,194.0,228.644
0.03,6702,0.696,0.667,0.075,0.017,56.0,114.0,190.0,298.0,504.0,103.672,143.124,195.149,272.333,437.773,200.0,228.56
0.06,6870,0.839,0.812,0.045,0.011,53.0,107.0,178.0,280.0,478.0,102.422,137.756,183.967,253.96,408.725,167.0,220.209
0.09,7273,0.921,0.903,0.016,0.005,47.0,94.0,150.0,230.0,401.0,99.831,130.021,169.764,229.623,358.826,143.0,205.336
0.12,7177,0.963,0.955,0.007,0.001,44.0,80.0,126.0,190.0,337.0,95.903,121.276,152.843,201.657,305.511,96.0,182.643
0.15,7295,0.985,0.98,0.001,0.0,38.0,67.0,102.0,154.0,273.0,93.433,115.171,140.699,178.417,260.173,81.5,164.823
