coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3633,0.5,0.445,0.001,0.0,30.0,57.0,92.0,139.0,246.3,32.856,52.321,81.34,125.727,230.351,90.0,103.674
0.03,7240,0.649,0.607,0.001,0.001,31.0,57.0,89.0,138.0,246.0,33.112,54.879,85.26,132.311,235.43,89.0,107.048
0.06,7189,0.754,0.76,0.001,0.0,30.0,55.0,86.0,132.0,232.0,32.746,53.175,81.334,126.906,224.382,82.0,101.678
0.09,7395,0.847,0.859,0.0,0.0,28.0,50.0,78.0,117.0,204.0,31.652,49.787,73.97,112.011,195.009,80.5,93.238
0.12,7231,0.904,0.929,0.0,0.0,27.0,46.0,68.0,103.0,172.0,30.041,45.253,65.435,97.673,164.293,67.0,79.549
0.15,7300,0.943,0.965,0.0,0.0,24.0,41.0,60.0,88.0,149.0,28.804,42.15,58.528,83.526,140.214,63.0,71.03
