coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3611,0.492,0.568,0.007,0.001,40.0,81.0,126.0,192.0,353.4,65.621,91.099,125.496,176.267,290.268,120.0,143.317
0.03,7187,0.666,0.661,0.008,0.001,39.0,74.0,121.0,191.0,339.2,65.396,90.985,123.038,173.763,279.641,124.0,139.901
0.06,7165,0.789,0.74,0.004,0.001,38.0,71.0,115.0,181.0,315.5,64.313,88.494,119.751,167.756,276.071,108.0,136.206
0.09,7388,0.881,0.808,0.001,0.0,35.0,65.0,102.0,151.0,265.0,64.142,87.774,117.168,161.253,261.052,100.0,133.282
0.12,7230,0.935,0.864,0.0,0.0,32.0,58.0,87.0,130.0,223.0,62.541,83.919,110.793,152.272,244.274,81.0,126.358
0.15,7300,0.966,0.903,0.0,0.0,29.0,50.0,74.0,108.0,181.0,61.656,81.612,106.031,143.31,222.994,62.5,124.748
