coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3629,0.502,0.584,0.002,0.0,28.0,60.0,95.0,152.0,271.9,43.221,65.127,93.98,139.23,232.542,92.0,108.524
0.03,7231,0.65,0.668,0.002,0.0,29.0,57.0,93.0,149.0,269.0,42.996,65.476,93.207,136.92,232.037,94.0,105.901
0.06,7184,0.759,0.733,0.001,0.0,29.0,56.0,89.0,140.0,250.0,42.441,63.821,91.138,134.044,225.029,84.0,102.46
0.09,7392,0.851,0.792,0.0,0.0,27.0,51.0,80.0,122.0,214.3,41.914,61.833,87.575,127.541,214.968,81.0,99.824
0.12,7231,0.909,0.848,0.0,0.0,25.0,46.0,70.0,107.0,181.0,41.448,60.709,84.418,120.148,198.958,63.0,95.744
0.15,7300,0.949,0.886,0.0,0.0,23.0,41.0,61.0,92.0,156.0,40.698,58.848,80.175,114.349,186.45,53.0,95.178
