coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3323,0.485,0.407,0.086,0.047,56.0,120.0,191.0,307.0,512.2,106.962,160.935,227.866,326.972,506.808,194.0,229.2
0.03,6702,0.696,0.68,0.075,0.042,56.0,114.0,190.0,298.0,504.0,105.249,160.322,228.024,321.033,504.636,200.0,219.268
0.06,6870,0.839,0.867,0.045,0.017,53.0,107.0,178.0,280.0,478.0,100.308,143.892,199.097,278.166,435.755,167.0,187.308
0.09,7273,0.921,0.95,0.016,0.003,47.0,94.0,150.0,230.0,401.0,93.572,128.722,168.006,225.595,347.035,143.0,158.102
0.12,7177,0.963,0.985,0.007,0.0,44.0,80.0,126.0,190.0,337.0,87.233,113.625,143.122,184.852,272.629,96.0,135.746
0.15,7295,0.985,0.994,0.001,0.0,38.0,67.0,102.0,154.0,273.0,81.801,102.721,124.303,154.536,217.94,81.5,120.395
