coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3474,0.489,0.434,0.045,0.033,63.0,119.0,176.0,273.0,482.2,61.306,105.856,164.813,255.798,446.839,175.0,210.868
0.03,6944,0.699,0.675,0.041,0.033,60.0,111.0,174.0,273.0,460.6,61.426,106.153,168.108,263.695,449.019,185.0,209.639
0.06,7032,0.837,0.847,0.022,0.017,57.0,106.0,165.0,250.0,426.3,59.264,97.901,149.964,234.986,409.408,157.0,192.662
0.09,7359,0.92,0.941,0.005,0.004,51.0,92.0,140.0,207.0,351.1,54.896,87.62,128.974,192.863,334.327,130.0,170.02
0.12,7212,0.962,0.979,0.003,0.001,47.0,80.0,119.0,172.0,290.0,50.116,75.956,107.648,155.127,260.597,101.0,140.408
0.15,7300,0.984,0.994,0.0,0.0,42.0,69.0,97.0,140.0,231.0,46.988,68.069,92.468,127.218,204.469,99.5,112.465
