coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3637,0.498,0.575,0.0,0.0,23.0,44.0,71.0,109.0,188.0,23.15,41.918,65.412,102.425,179.605,70.0,70.688
0.03,7244,0.629,0.635,0.0,0.0,23.0,43.7,69.0,109.0,197.0,23.109,41.223,64.833,100.417,175.826,73.0,70.041
0.06,7191,0.731,0.69,0.0,0.0,24.0,43.0,69.0,105.0,185.1,22.309,40.497,63.399,97.464,174.026,64.0,67.836
0.09,7395,0.818,0.736,0.0,0.0,22.0,41.0,63.0,97.0,166.2,22.403,40.125,61.596,95.941,170.221,63.0,67.338
0.12,7231,0.881,0.783,0.0,0.0,21.0,38.0,57.0,86.0,147.0,21.914,38.168,58.986,92.214,161.145,52.5,66.05
0.15,7300,0.927,0.819,0.0,0.0,20.0,34.0,51.0,75.0,128.0,21.376,37.492,57.057,86.323,151.357,47.0,63.456
