coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3323,0.485,0.669,0.086,0.029,56.0,120.0,191.0,307.0,512.2,67.116,118.011,179.71,277.577,465.097,194.0,192.825
0.03,6702,0.696,0.735,0.075,0.026,56.0,114.0,190.0,298.0,504.0,66.464,118.383,178.135,268.123,441.322,200.0,191.047
0.06,6870,0.839,0.776,0.045,0.021,53.0,107.0,178.0,280.0,478.0,63.715,110.702,168.619,257.139,436.018,167.0,181.988
0.09,7273,0.921,0.821,0.016,0.017,47.0,94.0,150.0,230.0,401.0,63.648,109.795,167.28,249.864,423.186,143.0,174.043
0.12,7177,0.963,0.861,0.007,0.014,44.0,80.0,126.0,190.0,337.0,61.916,105.604,158.543,238.332,398.25,96.0,170.34
0.15,7295,0.985,0.89,0.001,0.009,38.0,67.0,102.0,154.0,273.0,60.135,101.703,151.035,226.083,383.106,81.5,159.567
