coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3633,0.5,0.53,0.001,0.0,30.0,57.0,92.0,139.0,246.3,37.99,64.261,94.875,141.771,245.828,90.0,84.094
0.03,7240,0.649,0.662,0.001,0.0,31.0,57.0,89.0,138.0,246.0,38.418,63.674,93.972,138.952,234.589,89.0,83.13
0.06,7189,0.754,0.765,0.001,0.0,30.0,55.0,86.0,132.0,232.0,36.062,59.549,88.191,129.956,217.103,82.0,77.248
0.09,7395,0.847,0.846,0.0,0.0,28.0,50.0,78.0,117.0,204.0,35.28,55.785,80.0,116.755,194.204,80.5,70.324
0.12,7231,0.904,0.901,0.0,0.0,27.0,46.0,68.0,103.0,172.0,33.312,51.644,72.849,103.479,168.311,67.0,61.589
0.15,7300,0.943,0.938,0.0,0.0,24.0,41.0,60.0,88.0,149.0,31.877,47.784,66.055,92.121,147.788,63.0,55.316
