coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3633,0.5,0.54,0.001,0.0,30.0,57.0,92.0,139.0,246.3,42.563,67.233,96.929,143.228,239.871,90.0,95.316
0.03,7240,0.649,0.662,0.001,0.0,31.0,57.0,89.0,138.0,246.0,42.031,66.614,95.192,140.328,230.282,89.0,93.288
0.06,7189,0.754,0.757,0.001,0.0,30.0,55.0,86.0,132.0,232.0,40.458,62.89,89.685,128.732,214.085,82.0,88.63
0.09,7395,0.847,0.837,0.0,0.0,28.0,50.0,78.0,117.0,204.0,39.395,60.152,84.649,120.564,197.289,80.5,83.56
0.12,7231,0.904,0.892,0.0,0.0,27.0,46.0,68.0,103.0,172.0,38.382,56.171,77.049,107.819,172.816,67.0,79.442
0.15,7300,0.943,0.932,0.0,0.0,24.0,41.0,60.0,88.0,149.0,36.151,52.296,71.198,98.244,155.75,63.0,72.188
