box,gain,bound,k,loss,g,g_native,a,a_native,v_max,z,t,t_native_ms,edge,loss_gneg,loss_g0,loss_gpos,minutes
v2_g1_a0.3,0.8,1.5,2.0,3.072448473911836,0.8069785466286916,1.6139570932573832,0.6590764518343434,0.4660374284124331,1.9427470886473357,0.6220074002207036,0.04978479114831258,24.89239557415629,-,6.958872333439712,4.594118236833145,4.212630550246708,3.8795188585917155
v2_g1_a0.3,0.8,1.5,4.0,1.4291525161234728,0.8508232198173882,3.4032928792695527,0.9087958385654107,0.45439791928270534,1.887793817808812,0.5858623785770485,0.08867263705636766,22.168159264091916,-,9.240443956833175,3.9156695184494406,2.358505116954728,7.35956088701884
v2_g1_a0.3,0.8,1.5,6.0,1.8034293317077301,-0.6544181983791778,-3.926509190275067,1.581077477054274,0.6454721770983249,1.7369949226068884,0.4870267808232498,0.037178204695980606,6.1963674493301015,-,4.646745107038252,7.252733690559323,78.9031326567657,11.404694028695424
v2_g1_a0.3,0.8,1.5,8.0,2.596514135617026,0.366860355954555,2.93488284763644,1.280165178811584,0.45260673948828006,1.8547238474469618,0.49826281042074905,0.3661662574379506,45.770782179743826,-,13.553196959740923,4.1924821005658774,7.635092298469852,13.234500356515248
v2_g1_a0.3,1.0,1.5,1.0,9.458958634566786,-0.6699279005277157,-0.6699279005277157,0.35447171339332406,0.35447171339332406,1.648559502480704,0.6745620382215503,0.023721070480016912,23.721070480016913,-,10.867446689700696,9.929166811966448,10.060192280412373,1.7607803424199422
v2_g1_a0.3,1.0,1.5,2.0,4.719894612617999,-0.23929950551544682,-0.47859901103089364,0.4964918018915633,0.3510727199210523,1.9497353058368638,0.5472449362482712,0.07231578702468686,36.15789351234343,-,5.684829406299554,5.295815917712245,5.820317469502673,2.9480231086413067
v2_g1_a0.3,1.0,1.5,4.0,0.36227791632902123,0.655983475801255,2.62393390320502,0.7574363327344087,0.37871816636720435,1.9793119142893605,0.5465431465761887,0.01311003169011633,3.2775079225290824,t,5.572852082254501,1.4571584449943893,1.0992774267491723,5.574001049995422
v2_g1_a0.3,1.0,1.5,6.0,0.9032332162950243,0.7914324215230142,4.748594529138085,0.8462649788409035,0.3454862308912361,1.7032185977561758,0.5745348737994718,0.0938597684255327,15.643294737588784,-,9.748016050638114,4.316539592153735,1.3524911153595296,6.814536734422048
v2_g1_a0.3,1.0,1.5,8.0,1.0983351885699408,-0.841255822267991,-6.730046578143928,1.4984724998399095,0.5297900330291788,1.726309549071654,0.47587317794215456,0.03612114727452387,4.515143409315484,-,1.869803861304887,17.337237947621748,104.97994156118656,9.409974161783854
v2_g1_a0.3,1.2,1.5,1.0,8.813553309094132,-0.696460775104843,-0.696460775104843,0.30596330891012846,0.30596330891012846,1.5389509357120525,0.6711121038152588,0.02558256727148761,25.582567271487612,a,9.541923990544454,10.26584409306934,11.280733348061611,1.6029656807581583
v2_g1_a0.3,1.2,1.5,2.0,2.5924766495769824,-0.2812591972395332,-0.5625183944790664,0.4609428131972477,0.32593578895097786,1.9887164999334241,0.548639648674725,0.02810477444456534,14.05238722228267,v_max,3.106904564918578,3.4854985068898756,4.256883641000592,2.3923232118288675
v2_g1_a0.3,1.2,1.5,4.0,0.4859366024450449,0.7227399975968676,2.8909599903874703,0.6117784214500412,0.3058892107250206,1.8510418137641294,0.538171109430716,0.02158446937403682,5.396117343509205,-,4.949731081946288,1.8659827017929902,0.7554282429794879,4.452057894070943
v2_g1_a0.3,1.2,1.5,6.0,0.6318468383997161,0.8385854264650664,5.031512558790398,0.7476234307221865,0.305215987503061,1.822676263255258,0.5212756382026587,0.053702503851517924,8.95041730858632,-,6.45099548971292,2.3346402401116193,0.9518098594247677,5.913428914546967
v2_g1_a0.3,1.2,1.5,8.0,1.273293640289376,0.8922712994166764,7.138170395333411,0.833136008051776,0.2945580604720504,1.5409570472880079,0.5787279075206552,0.10160164155897249,12.700205194871561,-,9.757971954319224,3.2658299677567393,1.6964265942865546,6.669379246234894
v2_g3_a0.3,0.8,1.5,4.0,1.4101144982153015,2.4082453090273233,9.632981236109293,0.7660534379172202,0.3830267189586101,1.8675329874871756,0.6240929319036767,0.08822171513961062,22.055428784902656,-,29.364092992973674,11.8289469244558,2.749180862358203,5.678883135318756
v2_g3_a0.3,1.0,1.5,4.0,1.2596778406933071,2.3775118312914794,9.510047325165917,0.6328169087135826,0.3164084543567913,1.8507281112135012,0.6098058632060672,0.0959639500747746,23.99098751869365,-,18.444818064042877,6.807750901551672,2.6068032274463033,4.286876479784648
v2_g3_a0.3,1.2,1.5,4.0,0.6191201490148205,-0.5276027929976164,-2.1104111719904655,0.6779588856276125,0.33897944281380626,1.9819633884557877,0.4959662340932608,0.0480801184987502,12.020029624687549,v_max,6.309638329377226,1.167504083669667,35.15017460780685,4.366125325361888
v8_g1_a0.3,0.8,1.5,4.0,3.697352144365644,-0.007346782398868834,-0.029387129595475337,0.8976194224526315,0.44880971122631574,1.8677484423121484,0.5633867244509012,0.24184252579212057,60.46063144803014,-,7.152218424492588,4.206466123895694,5.269366405463161,7.9583262999852495
v8_g1_a0.3,1.0,1.5,4.0,0.37284222289886826,0.8012674810770151,3.2050699243080603,0.736296023404268,0.368148011702134,2.0630477436026484,0.47299455061639994,0.026730760585375084,6.682690146343771,-,6.087309391401104,1.8724099048192306,0.8203101801109479,4.162474811077118
v8_g1_a0.3,1.2,1.5,4.0,0.49882492534564715,0.9871002239822044,3.9484008959288177,0.6114827139258334,0.3057413569629167,2.1879367720031535,0.4635562933120468,0.031022368364752105,7.755592091188026,g,4.6949409865273655,1.8005220527949837,0.6403533960266024,4.06694001754125
