coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3611,0.492,0.62,0.007,0.001,40.0,81.0,126.0,192.0,353.4,41.674,61.309,88.31,135.578,246.364,120.0,152.121
0.03,7187,0.666,0.688,0.008,0.001,39.0,74.0,121.0,191.0,339.2,42.107,60.959,88.317,135.761,248.078,124.0,150.76
0.06,7165,0.789,0.744,0.004,0.001,38.0,71.0,115.0,181.0,315.5,41.362,59.957,86.726,134.16,246.499,108.0,153.121
0.09,7388,0.881,0.798,0.001,0.001,35.0,65.0,102.0,151.0,265.0,41.717,60.166,86.165,131.075,240.465,100.0,149.865
0.12,7230,0.935,0.845,0.0,0.0,32.0,58.0,87.0,130.0,223.0,41.274,58.963,84.164,128.651,230.701,81.0,146.634
0.15,7300,0.966,0.881,0.0,0.0,29.0,50.0,74.0,108.0,181.0,40.701,57.533,80.231,122.22,223.383,62.5,144.557
