coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3611,0.492,0.441,0.007,0.004,40.0,81.0,126.0,192.0,353.4,42.93,70.572,109.934,169.84,306.554,120.0,138.984
0.03,7187,0.666,0.623,0.008,0.003,39.0,74.0,121.0,191.0,339.2,43.559,72.5,113.16,174.006,306.516,124.0,139.889
0.06,7165,0.789,0.777,0.004,0.003,38.0,71.0,115.0,181.0,315.5,42.908,70.456,108.306,165.279,289.327,108.0,129.28
0.09,7388,0.881,0.882,0.001,0.0,35.0,65.0,102.0,151.0,265.0,41.268,64.585,95.918,144.26,250.193,100.0,118.369
0.12,7230,0.935,0.942,0.0,0.0,32.0,58.0,87.0,130.0,223.0,38.988,58.468,83.825,122.53,205.753,81.0,104.746
0.15,7300,0.966,0.977,0.0,0.0,29.0,50.0,74.0,108.0,181.0,37.035,54.001,73.997,104.813,171.899,62.5,88.082
