coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3534,0.49,0.486,0.028,0.009,40.0,88.3,145.0,231.7,420.0,72.886,116.669,166.633,239.552,387.895,143.5,164.654
0.03,7070,0.673,0.661,0.024,0.007,41.0,84.0,143.0,228.0,414.0,70.631,112.864,158.763,227.874,378.169,146.0,166.823
0.06,7103,0.798,0.8,0.013,0.004,39.0,80.0,135.5,217.0,387.0,66.889,105.419,147.8,210.835,341.292,121.0,156.237
0.09,7350,0.894,0.894,0.006,0.002,36.0,72.0,117.0,179.0,325.0,63.402,95.522,131.554,183.235,295.907,107.0,145.891
0.12,7216,0.941,0.949,0.002,0.0,33.0,62.0,98.0,151.0,262.0,58.081,85.653,115.176,157.082,247.858,86.0,132.438
0.15,7300,0.973,0.976,0.0,0.0,30.0,54.0,82.0,124.0,215.0,53.354,77.383,101.868,136.178,208.65,61.5,122.386
