coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3629,0.502,0.447,0.002,0.001,28.0,60.0,95.0,152.0,271.9,38.815,64.452,97.508,145.928,256.109,92.0,100.131
0.03,7231,0.65,0.615,0.002,0.0,29.0,57.0,93.0,149.0,269.0,39.131,64.112,96.712,147.035,251.772,94.0,100.069
0.06,7184,0.759,0.759,0.001,0.0,29.0,56.0,89.0,140.0,250.0,38.471,61.612,91.192,136.736,230.398,84.0,92.468
0.09,7392,0.851,0.863,0.0,0.0,27.0,51.0,80.0,122.0,214.3,36.244,57.208,82.567,120.72,202.74,81.0,83.08
0.12,7231,0.909,0.924,0.0,0.0,25.0,46.0,70.0,107.0,181.0,34.055,51.58,72.683,103.438,168.771,63.0,74.15
0.15,7300,0.949,0.964,0.0,0.0,23.0,41.0,61.0,92.0,156.0,32.337,47.49,64.618,89.54,143.961,53.0,63.035
