coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3534,0.49,0.538,0.028,0.007,40.0,88.3,145.0,231.7,420.0,65.612,99.111,140.566,208.61,353.109,143.5,175.731
0.03,7070,0.673,0.657,0.024,0.005,41.0,84.0,143.0,228.0,414.0,66.267,98.263,141.268,206.084,348.81,146.0,172.536
0.06,7103,0.798,0.756,0.013,0.004,39.0,80.0,135.5,217.0,387.0,64.936,95.477,134.683,195.104,327.541,121.0,173.47
0.09,7350,0.894,0.836,0.006,0.003,36.0,72.0,117.0,179.0,325.0,64.249,92.145,127.582,184.045,309.608,107.0,163.147
0.12,7216,0.941,0.896,0.002,0.001,33.0,62.0,98.0,151.0,262.0,63.149,88.663,120.446,169.993,282.484,86.0,152.475
0.15,7300,0.973,0.936,0.0,0.0,30.0,54.0,82.0,124.0,215.0,60.55,83.26,112.28,155.896,253.069,61.5,148.937
