coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3534,0.49,0.448,0.028,0.017,40.0,88.3,145.0,231.7,420.0,55.051,101.769,159.337,242.744,412.184,143.5,139.099
0.03,7070,0.673,0.627,0.024,0.012,41.0,84.0,143.0,228.0,414.0,54.961,101.573,158.165,240.839,411.245,146.0,135.651
0.06,7103,0.798,0.776,0.013,0.006,39.0,80.0,135.5,217.0,387.0,51.883,93.613,143.849,218.577,364.894,121.0,117.88
0.09,7350,0.894,0.877,0.006,0.002,36.0,72.0,117.0,179.0,325.0,47.703,84.068,125.121,185.934,310.91,107.0,102.12
0.12,7216,0.941,0.938,0.002,0.0,33.0,62.0,98.0,151.0,262.0,43.448,73.172,107.06,155.471,254.904,86.0,89.421
0.15,7300,0.973,0.967,0.0,0.0,30.0,54.0,82.0,124.0,215.0,39.709,64.71,91.268,130.438,209.731,61.5,75.016
