coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3633,0.5,0.595,0.001,0.0,30.0,57.0,92.0,139.0,246.3,39.419,62.503,91.341,135.602,233.998,90.0,105.54
0.03,7240,0.649,0.679,0.001,0.0,31.0,57.0,89.0,138.0,246.0,39.602,61.07,88.584,133.007,229.418,89.0,103.587
0.06,7189,0.754,0.745,0.001,0.0,30.0,55.0,86.0,132.0,232.0,38.536,59.315,87.501,128.88,222.799,82.0,100.916
0.09,7395,0.847,0.806,0.0,0.0,28.0,50.0,78.0,117.0,204.0,37.68,57.67,83.096,122.836,208.313,80.5,97.869
0.12,7231,0.904,0.854,0.0,0.0,27.0,46.0,68.0,103.0,172.0,36.871,55.924,79.443,114.421,191.742,67.0,91.361
0.15,7300,0.943,0.895,0.0,0.0,24.0,41.0,60.0,88.0,149.0,36.464,53.844,75.993,109.656,178.621,63.0,90.065
