coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3629,0.502,0.458,0.002,0.001,28.0,60.0,95.0,152.0,271.9,34.776,56.328,87.211,133.92,236.773,92.0,109.728
0.03,7231,0.65,0.615,0.002,0.001,29.0,57.0,93.0,149.0,269.0,35.303,58.02,88.76,135.841,240.778,94.0,110.868
0.06,7184,0.759,0.757,0.001,0.0,29.0,56.0,89.0,140.0,250.0,34.993,56.109,83.414,127.957,228.221,84.0,107.295
0.09,7392,0.851,0.86,0.0,0.0,27.0,51.0,80.0,122.0,214.3,33.642,52.401,77.645,115.596,202.476,81.0,98.556
0.12,7231,0.909,0.926,0.0,0.0,25.0,46.0,70.0,107.0,181.0,32.04,48.221,69.218,100.368,169.443,63.0,89.058
0.15,7300,0.949,0.963,0.0,0.0,23.0,41.0,61.0,92.0,156.0,30.058,44.532,61.54,87.544,145.818,53.0,80.16
