coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3323,0.485,0.518,0.086,0.04,56.0,120.0,191.0,307.0,512.2,65.352,104.587,161.922,257.578,447.053,194.0,241.901
0.03,6702,0.696,0.669,0.075,0.035,56.0,114.0,190.0,298.0,504.0,66.31,108.194,168.495,263.09,459.718,200.0,248.447
0.06,6870,0.839,0.794,0.045,0.028,53.0,107.0,178.0,280.0,478.0,64.363,103.124,158.56,246.648,430.528,167.0,236.219
0.09,7273,0.921,0.88,0.016,0.016,47.0,94.0,150.0,230.0,401.0,63.17,98.466,146.681,227.32,394.022,143.0,214.671
0.12,7177,0.963,0.939,0.007,0.007,44.0,80.0,126.0,190.0,337.0,60.443,91.341,131.79,200.986,350.378,96.0,195.591
0.15,7295,0.985,0.97,0.001,0.003,38.0,67.0,102.0,154.0,273.0,57.468,85.145,120.076,174.561,302.915,81.5,184.347
