coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,3629,0.502,0.468,0.002,0.001,28.0,60.0,95.0,152.0,271.9,28.832,53.169,85.103,136.498,249.898,92.0,102.562
0.03,7231,0.65,0.612,0.002,0.001,29.0,57.0,93.0,149.0,269.0,29.373,53.98,86.579,138.76,247.951,94.0,101.693
0.06,7184,0.759,0.743,0.001,0.0,29.0,56.0,89.0,140.0,250.0,28.412,51.914,82.783,132.034,239.308,84.0,99.563
0.09,7392,0.851,0.836,0.0,0.0,27.0,51.0,80.0,122.0,214.3,27.579,49.397,77.151,121.01,214.102,81.0,91.29
0.12,7231,0.909,0.904,0.0,0.0,25.0,46.0,70.0,107.0,181.0,25.693,44.439,68.148,104.302,183.247,63.0,81.21
0.15,7300,0.949,0.947,0.0,0.0,23.0,41.0,61.0,92.0,156.0,24.376,41.355,61.651,93.428,160.481,53.0,73.192
