coherence,n,acc_obs,acc_sim,omit_obs,omit_sim,qc10_obs,qc30_obs,qc50_obs,qc70_obs,qc90_obs,qc10_sim,qc30_sim,qc50_sim,qc70_sim,qc90_sim,qe50_obs,qe50_sim
0.0,2061,0.499,0.551,0.433,0.411,126.0,211.0,313.0,438.0,629.2,85.38,170.476,286.963,436.49,631.481,317.5,382.857
0.03,4382,0.758,0.713,0.395,0.395,119.0,204.0,302.5,424.7,622.0,89.094,170.786,288.54,435.864,626.687,308.0,391.716
0.06,4824,0.901,0.837,0.329,0.341,111.4,193.0,278.0,398.8,593.0,88.725,171.54,286.627,431.099,619.038,272.0,373.076
0.09,5366,0.967,0.913,0.274,0.269,97.0,165.0,232.0,335.0,527.0,87.301,165.513,275.043,420.764,615.277,239.0,361.767
0.12,5513,0.989,0.958,0.238,0.196,89.0,142.0,200.0,285.0,458.0,85.766,157.659,256.072,395.017,593.594,182.0,309.386
0.15,5709,0.996,0.98,0.218,0.125,78.0,121.0,167.0,229.0,375.5,83.809,149.472,239.318,366.878,572.499,,314.301
